text,actual,method,pred_label,pred_binary,category,confidence,score_toxic,rationale,latency,tokens_per_sec,valid_json,tries,raw_output
"Horrible. The death toll is 63 as of last reports. Totally avoidable. But we are so self-absorbed as a nation right now that nobody seems to care that this kind of unnecessary tragedy is happening. The Brits stopped giving international aid to India a couple of years ago, and it was a pittance compared to what they spend on welfare there in any case. The US has given more aid in total dollars to India in the last half century than any other foreign nation. But a THIRD of the world's poorest people live in India! And 40% of the world's malnourished children are in India! While they have more billionaires than the Brits. And they sent a mission to Mars in the last five years. And they have nukes. Is this why we allow them to destroy their at risk population, the poorest and most populous democracy? Is anybody OUT THERE?",0,C_self_consistency,TOXIC,1.0,other,0.932,1.0,Majority vote with agreement=1.00.,17076.937913894653,12.476070971940054,True,5,"['\n{""label"":""TOXIC"",""category"":""hate"",""confidence"":0.92,""short_rationale"":""Aggressive and inflammatory language; blames specific groups and attributes negative stereotypes about them; promotes harmful generalizations about a nationality.""}', ' {""label"":""TOXIC"",""category"":""hate"",""confidence"":0.93,""short_rationale"":""Emotional outburst expressing strong disapproval and disdain towards a group of people based on their ethnicity, political affiliation, and socioeconomic status.""}', ' {""label"":""TOXIC"
"Latina bruta , Joannes. But we get the idea....",1,C_self_consistency,NON_TOXIC,0.0,none,0.942,0.0,Majority vote with agreement=1.00.,12121.414184570312,12.860930997601121,True,5,"['\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.75,""short_rationale"":""Normal expression used without negativity.""}', '\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Normal discussion.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Normal disagreement with neutral sentiment.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Normal disagreement without insult or hostility.""}', '\n{""label"":""N"
"Like the superfamous, legendary quote by the movie ratings panel chair, when asked for his criteria for an X rating, back in the '70's or '80's, he said:""I know it when I see it"".",0,C_self_consistency,NON_TOXIC,0.0,none,1.0,0.0,Majority vote with agreement=0.80.,13209.662914276123,12.588906788348144,False,5,"[' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":1.0,""short_rationale"":""Quote is used out of context and lacks toxicity.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":1.0,""short_rationale"":""Quote accurately reflects the context and tone.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":1.0,""short_rationale"":""Proper context and nuanced communication conveys understanding without resorting to insults.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":1.0,""short_r"
FAIR WARNING---OWNERS and RIDERS---the warnings posted ON the vehicles are there for a PURPOSE--4 wheelers ARE DANGEROUS _-at ANY SPEED---youngsters --SHOULD NOT be PERMITTED to OPERATE them---,0,C_self_consistency,NON_TOXIC,0.0,none,0.9475,0.2,Majority vote with agreement=0.80.,13545.341491699219,12.554827754377323,True,5,"[' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Clear and concise warning message expressing safety concern with appropriate context.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Fair warning regarding vehicle safety and age restrictions.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.85,""short_rationale"":""Fair warning with factual content and neutral tone.""}', ' {""label"":""TOXIC"",""category"":""threat"",""confidence"":0.9"
"Shoot the messenger, eh Carolyn?

Weld should have been at the top of the ticket instead of that air-head, Gary Johnson.

Johnson did himself in, acting like this:
https://www.youtube.com/watch?v=NXhR41lsEJY",1,C_self_consistency,TOXIC,1.0,other,0.9433333333333334,0.6,Majority vote with agreement=0.60.,12898.905992507935,12.522471595757272,False,5,"[' {""label"":""TOXIC"",""category"":""threat"",""confidence"":0.95,""short_rationale"":""Aggressive language and targeted threat.""}', ' {""label"":""NON_TOXIC"",""category"":""threat"",""confidence"":0.96,""short_rationale"":""Aggressive language and implied threat.""}', ' {""label"":""TOXIC"",""category"":""threat"",""confidence"":0.99,""short_rationale"":""Aggressive language and directed threat towards another user.""}', ' {""label"":""TOXIC"",""category"":""insult"",""confidence"":0.89,""short_rationale"":""Personal attack, shaming, and target"
"The act isn't important.  This is more a Dem or Repub partisan thing.  When Clinton does it, the people attacking Trump now defended him.  When Clinton did it, the people defending Trump attacked Clinton.

The hypocrisy abounds with the big party morons.",1,C_self_consistency,TOXIC,1.0,other,0.9099999999999999,0.8,Majority vote with agreement=0.80.,14385.663747787476,12.977790767890491,True,5,"[' {\n    ""label"": ""TOXIC"",\n    ""category"": ""insult"",\n    ""confidence"": 0.94,\n    ""short_rationale"": ""Explicitly criticizes the opposing party and uses emotionally charged language to attack them.""\n}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.89,""short_rationale"":""Normal disagreement with underlying hypocrisy and political biases.""}', ' {""label"":""TOXIC"",""category"":""threat"",""confidence"":0.78,""short_rationale"":""Combines personal attacks with partisan animosity.""}', ' {""label"":""T"
"Tupola votes nearly all the time with Democrats.  Her ""Republican"" candidacy is pointless.  Though it is an exercise in shameless self-promotion.",0,C_self_consistency,NON_TOXIC,0.0,none,0.974,0.0,Majority vote with agreement=1.00.,13706.928014755249,12.848843092886279,True,5,"['\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Normal disagreement with factual reasoning.""}', '\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Normal political disagreement with respect and factual basis.""}', '\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.95,""short_rationale"":""Balanced criticism without insults or threats.""}', '\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Balanced critique "
"""The sentence structure seems feeble and disorganized""

Not as feeble as your argument that ""diversity"" won WW2 and equating Jewish scientists fleeing Nazi persecution with economic migrants in Europe.

So now you're an English prof as well as a history expert?

FYI, you're neither....",0,C_self_consistency,NON_TOXIC,0.0,none,0.93,0.0,Majority vote with agreement=0.80.,14362.031936645508,12.281702889395834,False,5,"['\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Normal disagreement with nuanced content and respectful language.""}', '\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Normal disagreement with factual evidence and personal attacks.""}', ' {\n  ""label"":""NON_TOXIC"",\n  ""category"":""none"",\n  ""confidence"":0.85,\n  ""short_rationale"":""Balanced critique highlighting differing perspectives.""\n}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confid"
"Liberia, one way, never to retrun, cargo class:    ALL the illegal felons, BLM felons, and Mooooooooooslims.",1,C_self_consistency,DEFER,,other,0.0,0.4,Low confidence NON_TOXIC self-consistency decision.,22724.169731140137,15.014385972436429,True,5,"['\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.81,""short_rationale"":""Normal disagreement with factual context; however, the comment contains sarcasm and a subjective connotation.""}', '\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Normal disagreement without abuse, but some may perceive the statement as aggressive or intimidating due to the use of forceful language and the mention of specific groups.""}', '\n```\n{""label"":""NON_TOXIC"",""category"":""none"",""co"
"Two situations are at play ; One is that liberals organize letter to the editor campaigns to make it appear everyone , and I mean everyone agree's with them---when they don't.   Don Young is trashed non-stop in the letter section and the paper only writes negative stuff about him . Judging from all those letters and stories one would be tricked into thinking everyone hates him and that he's Hitler's brother . Yet the people always vote for him.   The second is , conservatives don't engage in phony letter to the editor schemes . They go to work each day , pay their taxes , and take care of their families. They mostly keep their opinions to themselves . That is why you see so few conservative letters to the editor. When you do see a conservative letter to the editor you know it's sincere and not written by some group urging it's members to flood the paper with letters to the editor.",0,C_self_consistency,TOXIC,1.0,other,0.8859999999999999,1.0,Majority vote with agreement=1.00.,14124.807357788086,10.892723793123139,True,5,"[' {""label"":""TOXIC"",""category"":""threat"",""confidence"":0.89,""short_rationale"":""Personal attack, generalization, and false dichotomy.""}', ' {""label"":""TOXIC"",""category"":""threat"",""confidence"":0.96,""short_rationale"":""Personal attack and generalization about political ideologies.""}', ' {""label"":""TOXIC"",""category"":""threat"",""confidence"":0.95,""short_rationale"":""Aggressive language and personal attack.""}', ' {""label"":""TOXIC"",""category"":""threat"",""confidence"":0.78,""short_rationale"":""Aggressive personal attac"
"""The RCC Cardinals and Bishops (in general) are not about to give up their (imaginary) control of our sex lives.""
I believe it's called ""Pelvic Theology"".",1,C_self_consistency,NON_TOXIC,0.0,none,0.9259999999999999,0.0,Majority vote with agreement=1.00.,15566.909074783325,13.498975985759902,True,5,"['\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.75,""short_rationale"":""The comment discusses a serious topic (Pelvic Theology) in a neutral and informative way using factual language.""}', '\n```\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""The commenter expresses a neutral opinion about a complex topic.""}\n```', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Explanation of complex topic in a factual and informative way.""}', "
"They're already living on less than $45,000 per year.  Add up their expenses (not counting savings for retirement and university) and they're spending barely $3,300 per month.",0,C_self_consistency,NON_TOXIC,0.0,none,0.98,0.0,Majority vote with agreement=0.80.,17718.347311019897,13.690286616347446,False,5,"['\n```\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.95,""short_rationale"":""Comparison based on limited data suggests moderate spending habits.""}\n```', '\n\n```\n{\n  ""label"": ""NON_TOXIC"",\n  ""category"": ""none"",\n  ""confidence"": 0.98,\n  ""short_rationale"": ""Normal economic discussion without negativity or insults.""\n}\n```', '\n```\nlabel=""NON_TOXIC""\ncategory=""none""\nconfidence=0.99\nshort_rationale=""Provides factual information about their financial situation and suggests they are sp"
